second,CH1,CH2,CH3,CH4
-0.12285,-0.8300201,-3.8603247,-3.6180904,7.3773869
-0.1226,-1.0712261,-3.9179265,-3.6984924,7.1579528
-0.12235,-1.5536382,-3.7788944,-3.6984924,7.0178926
-0.1221,-1.7144422,-3.7156349,-3.68135,6.8145728
-0.12185,-2.1164522,-3.6948911,-3.6180904,6.4893634
-0.1216,-2.4137152,-3.4816315,-3.6984924,6.4929648
-0.12135,-2.6439532,-3.2964824,-3.6534035,6.0909547
-0.1211,-2.905903,-3.0698457,-3.6180904,5.9301507
-0.12085,-3.1555039,-2.7274939,-3.5376884,5.7631722
-0.1206,-3.2955641,-2.4924623,-3.5376884,5.5550589
-0.12035,-3.4832864,-2.1708542,-3.6508304,5.3673366
-0.1201,-3.5756846,-1.9416444,-3.6180904,5.1381268
-0.11985,-3.572436,-1.7688442,-3.6180904,4.9653266
-0.1196,-3.7244924,-1.5276382,-3.5376884,4.8045226
-0.11935,-3.8048944,-1.236197,-3.6180904,4.5633165
-0.1191,-3.8852964,-1.035803,-3.5471115,4.4025125
-0.11885,-4.0461005,-0.6432161,-3.6067697,4.2417085
-0.1186,-4.1265025,-0.40201,-3.5376884,4.0005025
-0.11835,-4.2069045,-0.080402,-3.5376884,3.8672922
-0.1181,-4.1333525,0.160804,-3.5376884,3.6788944
-0.11785,-4.0461005,0.5489203,-3.5376884,3.5041966
-0.1176,-4.000336,0.7236181,-3.5834528,3.3226488
-0.11735,-3.8852964,1.1810095,-3.5376884,3.1160804
-0.1171,-3.8048944,1.290709,-3.5334115,2.9552763
-0.11685,-3.6440904,1.7523773,-3.3933513,2.7140703
-0.1166,-3.5636884,1.8492462,-3.3768844,2.590477
-0.11635,-3.4253319,2.0100502,-3.5152409,2.3700147
-0.1161,-3.2437841,2.1708542,-3.5376884,2.1512563
-0.11585,-3.1003164,2.4120603,-3.4572864,1.9904522
-0.1156,-3.0008743,2.5728643,-3.4175026,1.8296482
-0.11535,-2.7596683,2.8944723,-3.4572864,1.6489698
-0.1151,-2.5988643,3.134809,-3.3768844,1.4276382
-0.11485,-2.3360451,3.2964824,-3.3768844,1.2668342
-0.1146,-2.1164522,3.4572864,-3.3768844,1.0636732
-0.11435,-1.7948442,3.6007891,-3.4572864,0.8648241
-0.1141,-1.6305977,3.6180904,-3.3803269,0.7005776
-0.11385,-1.2320301,3.7226787,-3.4089139,0.4628141
-0.1136,-0.9458941,3.7788944,-3.3414124,0.4628141
-0.11335,-0.5888141,3.7936226,-3.2964824,0.0755322
-0.1131,-0.2732216,3.8592964,-3.302498,0.141206
-0.11285,-0.106402,3.8592964,-3.2964824,-0.260804
-0.1126,-0.026,3.8263976,-3.4097832,-0.2279052
-0.11235,0.295608,3.7106475,-3.3768844,-0.421608
-0.1121,0.4650008,3.7703057,-3.3050711,-0.6628141
-0.11185,0.8584221,3.6180904,-3.2964824,-0.8236181
-0.1116,1.1299539,3.6180904,-3.3465586,-0.9844221
-0.11135,1.4920562,3.5281064,-3.2869004,-1.1548081
-0.1111,1.7428442,3.3768844,-3.2853206,-1.3864321
-0.11085,1.9036482,3.2645768,-3.2160804,-1.5472362
-0.1106,2.0644522,3.0552763,-3.2160804,-1.7606896
-0.11035,2.3790514,2.8944723,-3.2964824,-1.9492462
-0.1101,2.5468643,2.7199334,-3.2964824,-2.1100502
-0.10985,2.7076683,2.4120603,-3.2505591,-2.2708542
-0.1096,2.8684723,2.2764358,-3.2160804,-2.3512563
-0.10935,3.0292763,2.0056145,-3.2160804,-2.6773
-0.1091,3.1259864,1.8492462,-3.1519864,-2.6728643
-0.10885,3.2334305,1.6884422,-3.1356784,-2.8707201
-0.1086,3.2704824,1.5502446,-3.1582848,-3.0748743
-0.10835,3.3508844,1.2864321,-3.1356784,-3.3142178
-0.1081,3.4501676,1.106747,-3.1545595,-3.4153635
-0.10785,3.5524655,0.8040201,-3.1764554,-3.6376884
-0.1076,3.6724924,0.5628141,-3.1356784,-3.8588612
-0.10735,3.6732029,0.1615145,-3.1356784,-4.0396985
-0.1071,3.8118422,0,-3.1356784,-4.0611527
-0.10685,3.8332964,-0.241206,-3.0974744,-4.2005025
-0.1066,3.7528944,-0.4194702,-3.0552763,-4.3613065
-0.10635,3.6724924,-0.8040201,-3.0552763,-4.5253941
-0.1061,3.5920904,-1.0452261,-3.192053,-4.7392891
-0.10585,3.5116884,-1.3668342,-3.1356784,-4.9241206
-0.1056,3.4312864,-1.6080402,-3.1356784,-5.0849246
-0.10535,3.2704824,-1.8551029,-3.1415351,-5.3261306
-0.1051,3.2438819,-2.0100502,-3.1356784,-5.3261306
-0.10485,3.1096784,-2.1708542,-3.0883341,-5.5342789
